REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_FOOTNOTE,DATA_SOURCE,OBS_STATUS,Observation Status
TCD,Chad,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 9.0,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
COG,Congo,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 7.9,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
CIV,Côte d'Ivoire,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,High,Value: 6.8,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
COD,Democratic Republic of the Congo,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 9.5,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
DJI,Djibouti,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 7.9,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
EGY,Egypt,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Medium-High,Value: 4.3,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
GNQ,Equatorial Guinea,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 7.8,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
ERI,Eritrea,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 9.3,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
SWZ,Eswatini,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 7.8,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
ETH,Ethiopia,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 7.1,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
GAB,Gabon,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,High,Value: 5.7,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
GMB,Gambia,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,High,Value: 6.4,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
GHA,Ghana,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,High,Value: 5.8,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
GIN,Guinea,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 8.3,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
GNB,Guinea-Bissau,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 9.5,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
KEN,Kenya,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,High,Value: 6.7,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
LSO,Lesotho,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 7.8,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
LBR,Liberia,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 7.6,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
LBY,Libya,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Medium-High,Value: 4.9,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
MDG,Madagascar,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 9.8,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
MWI,Malawi,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 9.1,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
MLI,Mali,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 8.1,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
MRT,Mauritania,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,High,Value: 5.6,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
MAR,Morocco,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Medium-High,Value: 5.0,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
MOZ,Mozambique,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 8.9,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
NAM,Namibia,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,High,Value: 6.0,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
NER,Niger,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 8.4,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
NGA,Nigeria,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 7.3,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
RWA,Rwanda,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 7.9,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
SEN,Senegal,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,High,Value: 7.0,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
SLE,Sierra Leone,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 8.1,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
SOM,Somalia,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 9.2,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
ZAF,South Africa,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,High,Value: 5.7,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
SSD,South Sudan,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 8.3,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
SDN,Sudan,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,High,Value: 6.3,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
TGO,Togo,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 8.1,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
TUN,Tunisia,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Medium-High,Value: 4.3,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
UGA,Uganda,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 7.6,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
TZA,United Republic of Tanzania,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 7.7,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
ZMB,Zambia,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 9.1,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
ZWE,Zimbabwe,CCRI_POV_COMM_ASSETS_SOC_PROT,"Poverty, communication assets, and social protection",,,IDX,Index,2020,Extremely High,Value: 8.1,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines. - World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments.  - International Telecommunication Union (ITU) World Telecommunication/ICT Indicators Database, redistributed by the World Bank WDI database. - World Bank Group, through the Global SDG Indicators Database. - ILO, through the Global SDG Indicators Database. - World Bank ASPIRE (Atlas of Social Protection: Indicators of Resilience and Equity) - World Bank Global Findex database",,
DZA,Algeria,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 2.6,,,
AGO,Angola,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.9,,,
BEN,Benin,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.1,,,
BWA,Botswana,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 5.0,,,
BFA,Burkina Faso,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.8,,,
BDI,Burundi,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.4,,,
CMR,Cameroon,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.9,,,
CAF,Central African Republic,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 9.8,,,
TCD,Chad,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 9.4,,,
COG,Congo,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,High,Value: 6.8,,,
CIV,Côte d'Ivoire,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.7,,,
COD,Democratic Republic of the Congo,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.6,,,
